Puzzle,Solution,
6.....3.2.7.15...6....3..87.........13.2.95...57...2.1.6.71........68..........73,641897352873152496592436187286541739134279568957683241369714825725368914418925673,
..3.......9.....64.54..13..5...2..7....3..1............1...6.9.367..5.2.....4.51.,683472951791538264254691387536124879872369145149857632415286793367915428928743516,
..87.465.3..6.5..9.6...8..48..........15..97.......5.85..8.74...4.....9...3.91...,918734652374625189265918734859276341421583976637149528592867413146352897783491265,
.......3.....5.4.6...38.9....341....5.9....6416..9..2.6...4..9.....63..8.3.....5.,841629735392157486756384912283416579579238164164795823625841397917563248438972651,
.......4.........3.48.1.5..45....19.39.1.....6..2.4.......6...2.....54....3...8.1,139572648265489713748613529452738196397156284681294375874361952916825437523947861,
...4..26...71.......2..8..5..1...52.87..9.........7.48.1.7246..........1...6.....,185473269967152384432968715391846527874295136256317948518724693623589471749631852,
9..8.25.31...37.....2.5.97.........2.......9.54.2...3......3....3..9.7.4....74.18,967812543154937286382456971719345862823761495546289137478123659631598724295674318,
............4....3.7....4..49..3.2.5...9.....16.25...92.7.1.5...41..9.7..5.3....6,314682957982475613576193482498731265725964831163258749237816594641529378859347126,
....8.5.2.....97......3.48.15.....9...8......2.4.1.....1.5.......38...27.8214.3..,439781562825469713761235489156372894398654271274918635617523948543896127982147356,
..7....3....3..5.98..49....2....5.1....9..4.74...1...3...78...........4......12.5,927158634641372589835496172273845916158963427469217853592784361316529748784631295,
..8.6.1...7..2..5......1..836.25..1.....3..2.......3.961..8...2......7....257..6.,928365147173824956456791238369257814741938625285146379617483592594612783832579461,
..97...8...1.4.6....7..6.3....6.98...9....7.3.....15..........6...4.835.1.356.4..,469732185831945627257816934315679842698254713742381569584193276976428351123567498,
.........3.......6..7...32..2...4.51..46.....1.......8.5.28.6.38.64...122....7.4.,912346587348572196567918324623894751784651239195723468451289673876435912239167845,
..9.....1.6...92.........3..9..74...3....2.87.1.9....3.......182..7.84.......6.2.,489237561163859274527641839698374152354162987712985643946523718235718496871496325,
.46...851.......2....9...6..5.4.16.7.8..75.4......82....5.2........59....9......8,946732851317586924528914763253491687681275349479368215835127496764859132192643578,
4.....1.....247...8........2.376.9..6..3....2.1.......1..42.67.3.4..62...6.8.1..9,429658137531247896876193425283764951645319782917582364198425673354976218762831549,
92..6...3......5...65.942...56....3.142..3...3................5..8.564.1...412.6.,921765843473128596865394217756289134142573689389641752614837925238956471597412368,
2...7...1.715.8.....5...6...128....6..4..6..2....1.....96.5.2..4.7.9.......2....4,268479531371568429945321687712845396584936712639712845896154273427693158153287964,
.3.6...81.............8..9..5...3.2..7.59....8....1...6..9..2...9..587.3.2.3.68..,937625481248139576516784392459863127371592648862471935683917254194258763725346819,
8....9..626.18...3..5.....7....2....9.2..1........67.86........1..7..6.5..7.95...,873459216269187543415263897736824159982571364541936728654318972198742635327695481,
...2......6...8.......354..238....7....5.........72.6.9.74....5..2..784..5..9...6,745219683361748952829635417238964571176583294594172368987426135612357849453891726,
.7.....3...491..6.31....2.......91......81...4..2...9....4....7...37...8..9..2...,976825431824913765315764289638549172297681354451237896163498527542376918789152643,
..3.78......4...9....51.6...1.6.....7.9..13......4....87..351..6.....9....4.8.5..,963278451581463297427519683318692745749851326256347819872935164635124978194786532,
.931..4..4.....38..17.2...9.............9..1.....1.2..........3.6...8...92...3.74,693185427452769381817324569176532948238496715549817236785241693364978152921653874,
......29......7164..3.......762.4.....2..89.....7...3.3...1...6.6....8...478...1.,714685293859327164623941758976234581532168947481759632398512476165473829247896315,
....7.9.5...1.5.6..........1....8.7....4..6.93..6..48.....1..5..4...631...7..48..,621873945983145762475962138164298573758431629392657481836719254249586317517324896,
..7..4..2....6........57.4..4..28....8..1.9..7.5....86..694..7..7.....68.......5.,167384592534269817298157643941628735683715924725493186856942371479531268312876459,
....7.3.....64.7.....8.5..1....3...443....5......16...6.......3.5.....18379..4..6,946271385185643792723895641867539124431728569592416837618952473254367918379184256,
6...1...4..8.64.5....3..2..5.7.......1...5....4...1..7..4..2.8...2...4.1.3..8...2,653218794278964153491357268527643819819725346346891527764132985982576431135489672,
....5...316.4..8....4..3.9.8.6......31...8.....92.....4..9..26.6.53....4.92.1....,978152643163479852254863791826741539317598426549236178431985267685327914792614385,
....5.....26..7...4...8...33....5..72...9....9.....64..8..3..6.6.7..4.......79...,793251486826347159451986273318465927264798315975123648189532764637814592542679831,
...9..7.....7..5......6....96..7..14.....3...1.3.26.7..3....1..65...9..2.4.3....7,428935761316784529795261843962578314574193286183426975239647158657819432841352697,
......6.8.27..3............8.62.........96..193..7......18....22743....9.6...1.4.,459712638627483195183659274816234957742596381935178426391847562274365819568921743,
.....8.57.....6.........428..1.3.....62...5...57.6...1.....58......4....1.8..736.,914328657285476913673159428491532786362781594857964231739615842526843179148297365,
5.4..9...7.2.45............9...125.4.6..5479.....6.1.26..7.......9..6...173....2.,534189276712645938896273451987312564261854793345967182658721349429536817173498625,
.25..4.1.......3..9..1....883............194.2.4....3.5......7......9....4.3.71.5,325984716481276359967153428839742561756831942214695837592418673173569284648327195,
......7...3.......8.2...39...4962.8..2.3.8...3........79...384...67.....14.6...2.,459831762637529418812476395574962183921358674368147259795213846286794531143685927,
..14.....7.3.1....4....92...48....96.1...234......61.......4.31...7..4.8.......6.,621453879793218654485679213248137596916582347357946182562894731139765428874321965,
.4.76....5.6....1..7.2.5..83......7...463.....28.........87.1...8.....3...5..68..,842761359596483712173295648361958274754632981928147563639874125287519436415326897,
..6......3.7..2...1........7.963...2..2..89.....5...87...16.23...8...56....9.....,896457123357812694124396875789631452532748916641529387975164238418273569263985741,
....5..6...67..3..39....5.8..5...........3..47.8.4....45.89.........6.1..8...7...,874359261516728349392164578245671983169283754738945126451892637927436815683517492,
7.81.36..4...........46.9.23.9..8..6..7.....38...4...1.......1..73..1.......86...,728193654496852137531467982319278546247615893865349271682934715973521468154786329,
149.3.5....2...7..5.....1.497..1.3..83.7..9.5..1.5.........4.8....52.............,149637528382145796567289134975418362834762915621953847756394281498521673213876459,
.4......88...3..29.2..19...1.4...5..6....3.....9......3...95.8...6....9.5.8..463.,941562378865437129723819456134928567687153942259746813312695784476381295598274631,
....89....8.4.7....972....8.6..23.7.3.9.4..6...8...5.35.......2.....43...4......5,635189724281437956497265138164523879359748261728916543576391482812654397943872615,
3...17....2....7..69.2..4.5..45..17.1....69...3.4...26...1..........45...1.......,345917682821645739697283415264598173178326954539471826753169248982734561416852397,
..1....78...1..542.4.....1...3.7486..5.2........3..2..3....6..4..78..........2756,531429678679183542842657319293574861156298437784361295325716984967845123418932756,
.1....67....17..85..8..5..378......2....1.....5.38.......2.63....3.9..1..9....5.6,315928674624173985978645123781569432236417859459382761147256398563894217892731546,
6....2.49..798..1..83.6.72......1.7............87.....4..89...6.2..........4.7...,615372849247985613983164725564231978792658134138749562471893256329516487856427391,
96...7...17...45......6..18............5.3...5..97..414...35.8...3..........1.45.,968157324172384596345269718784621935219543867536978241421735689853496172697812453,
3....2456...6....78...9.....9357...4..5....3....2..9..........8.7.....4..4.8...7.,319782456254613897867495312693571284425968731781234965936147528578326149142859673,
.....2.......3...75.3.......3.6.9..217...435..24..5..........2...7.4.5...12..746.,791482635248536917563791284835679142176824359924315876459168723687243591312957468,
.2.........7......3.6.79..5...5329..83...4...5..96..7.9.......2..4...5..26.4.5...,125843769497651823386279415671532984839714256542968371953187642714326598268495137,
9.5....48..7..4.5.36..7.2...2.5...9.....36.....3298.......53.7...6..9......72....,915362748287914356364875219621547893798136425453298167842653971176489532539721684,
.4.....531...2.86..68..5..9..5..4...98.............9.1..2..6.3..1......4..4..15..,749618253153429867268375419325194786981267345476853921592746138817532694634981572,
..1....7...58..61..6..3.....37.8.....5..679...1.4...5..9.5.........4....47.3.6...,381654279745829613269731845937185426854267931612493758196572384523948167478316592,
.........4.1.7...636......193.......7......1..45.3..79...12..535.27.........94.67,289641735451379826367285491936417582728956314145832679674128953592763148813594267,
.7.6.94.........93......2.19....6.4.4.6.3.5....5.7.1...431........2.......1.....2,372619485168452793594387261917526348426831579835974126243198657759263814681745932,
2.......7.43.......9....1.4.7.......1...27.9.....3.....2..5.4..9.5.8..3.81.....5.,251948367643712589798365124572891643136427895489536271327659418965184732814273956,
...............6.17..2.....2..7...69.6.38......4.....7...8.49..6...9.73.9..67.28.,129436578438957621756218493213745869567389142894162357375824916682591734941673285,
..6....3.....1.258..5.3.9..5.......9....6.8..6.834..2...289.3............9...26.1,216985734943617258785234916531728469429561873678349125152896347864173592397452681,
.6...13...1..8.......572.....5...6.3.461...2.2.8..75......6.2...5..431.....7....6,567491382412386759983572461175824693346159827298637514731968245659243178824715936,
34.8....9..87.4...6........5.6...3.....5......9..76....8.....5.9.5..3..64..2.9...,342865179158794263679132485526948317734521698891376542283617954915483726467259831,
.....75......3.9.....6.8..4.9...4.3...48....6....6.....6..75.1.3......9...9..1.48,926147583847532961153698274695214837734859126281763459468975312312486795579321648,
....17.25...864.71...5.........967...6.......2..1...8.64.258.9....4....79......5.,486917325325864971791523846854396712169782534273145689647258193518439267932671458,
.......5..218..7..8....614...7......2.9....75...6.5.....4...5..5...9..6..78.1...9,746139258321854796895726143157982634269341875483675912934267581512498367678513429,
.9..........3.....37..81....84...61......2.9.9..864.3....497......2...6..1...67.9,196745283845329176372681945584973612637152498921864537263497851759218364418536729,
5...7.........1.372...3.69.1.3.......751..2...9..8........1.........8.5....32.879,536879124984261537217534698143752986875196243692483715358917462729648351461325879,
......8.6.9..4....3..1.7...6.3...2.1.2...6.7.1.79...64.........9.1.3.7......78...,712359846596842137348167925653784291429516378187923564874291653961435782235678419,
....28..1..3.....9...3......6...9........4....892.1.....746.9.8.....731..94.8..62,746928531853716249912345687465879123271634895389251476137462958628597314594183762,
185..49...........9.263..15...3......2.....588.....1...3......15.1.....44.69..5..,185274936367519842942638715619385427724196358853742169238457691591863274476921583,
7.......5........6.6....4..9....6..121..5.7....5.4..2...15.....3...249..5.9..3.4.,794862315853417296162935487947286531218359764635741829421598673376124958589673142,
..723.....3....42....8.4.35..2..9....1....98....75....7.3.1..5.8.53....1.........,457236198938175426126894735672489513514623987389751642763912854895347261241568379,
2...8.4...6.....9.1..6....2.3..967....8..2.4.7..3..9.......8.1.9.1...........48..,279581436865423197143679582534896721698712345712345968457968213981237654326154879,
.9..5..82...319...1.........29..6.3...1...62..8....7..37..28.9......3.......97...,693754182842319567157862943529476831731985624486231759375128496918643275264597318,
43......5..82..3...5.9.......17..42...3..15.8..5.8.7.....849.7...........2.3.....,432178695198265347657934182861753429273491568945682731516849273384527916729316854,
.1.2..4.8.....3.1....9.....3..19...6.5..4.9.......58.14....8.931..6...2......1...,913256478546783219872914365384192756651847932729365841467528193138679524295431687,
..9.5.....1..7..6.........9.619...78.8.4.........3..9185......4......63...6..3.15,279654183418379562635182749361925478982417356547836291853761924124598637796243815,
1.......7.46......358.....648.3.5.71...4...2....1....3.....1...835..42...6..2....,129653487746819352358247196482395671513476928697182543274931865835764219961528734,
......2.........85..9...13.95..2..4641.3......2...6...2....5.........9.186.....24,134578269672193485589264137953821746416357892728946513291435678347682951865719324,
..27..5..9..5....3...2....93...7......76.1.451.935..........2.7.........2.5...164,432719586916548723578263419354872691827691345169354872691485237743126958285937164,
64.....8......81.43.......7213..9....8....9....943.7......9.....341...6.7.6......,641927385975368124328514697213789546487651932569432718152896473834175269796243851,
..6.2.7341..9.5...7........31.............6932......5....3..2....276.94........65,956821734143975826728643519319586472485217693267439158691354287532768941874192365,
84...7.19....4..8..1.3.....5837..........1..3..........76....9...16.9..5.......4.,842567319639142587715398624583724961264951873197836452376415298421689735958273146,
.......6.73....5.9.4...73...1.4...9.3.9.8...5..........9....64..6.8.3...8...9..1.,951328764738164529246957381617435892329681475485279136593712648162843957874596213,
....75.4........3....69...7..84..6.35......1.6..7.345.8...1.5.....9...7..1..4....,182375946967184235354692187278451693543869712691723458839217564425936871716548329,
.693.5..82.....7..5.......38.35942.6..6..8..4...2..3.....48.........2..5.......9.,169375428238649751547821963813594276926738514754216389695487132371962845482153697,
.6....7.5...........1.....85......3..4.....57.73..19.46...453..3.96.7..1.14..8...,968432715725819643431576298596784132142963857873251964687145329359627481214398576,
.94........1.54..275.2...8.918.....7.7..6...9..6.2.85.....1...5.2....9..8......7.,294786513681354792753291684918435267572168439346927851467819325125673948839542176,
1..27.....894.5....2.6..4..........264.8.2...9....6..42....41.....75.....5...1.9.,164273589789415623523689417835147962647892351912536874278964135391758246456321798,
.4....1...5.8.......9.31...2...1......6..2..3.8.9.....69158...2...2.9.........5.4,347625189152897436869431257274318965916752843583946721691584372435279618728163594,
8..5.....6.2.....7.5.....3458...1...43.....76.27.....8.....5....154..32....3...4.,873594162642138957159762834586271493431859276927643518364925781715486329298317645,
2....9.5....2..3....9.71.2..4.....9........4.75......88....7..53.21.598....4...7.,216839457587246319439571826648712593923658741751394268864927135372165984195483672,
...3..6..13.....84........2.7648..........49..1..23...3..71.8.........26..86..7..,482391675137256984659874132976485213523167498814923567365712849791548326248639751,
......81.......469....5...2.2...1..45....2.....8......3..49...186.2.....9.4.853..,697324815253178469481659732729831654536942178148567293372496581865213947914785326,
..127.8....8..567.3.5..6...............143.5......87...84..7.216..5..4......8..6.,961274835428315679375896142146752398897143256253968714584637921639521487712489563,
.....18.4.3....5...2.8..97.9...7....8...................4.2..53..1.37..8..3..91.2,579261834138794526426853971912476385867315249345982617694128753251637498783549162,
.......2.7.4...8.1.1..2.34...6...1.....8......4.1.968.6.......9.9...871..7..4..3.,365481927724395861918627345856273194139864572247159683683712459492538716571946238,
..9...6..85.....7.73.6...9.....4.9...7..1..3..1...956.5..4...8.1.3.......9.1.3...,249738615856921374731654892685347921972516438314289567567492183123865749498173256,
.9......1864.1.....3..86.9..263.....1...........2........1.79.8..2.98.43..86.27..,597423861864915372231786594426359187175864239389271456653147928712598643948632715,
...971.24...5.............8.2.84.1.96...9.....7......6.....26..4.......5.6.158.97,836971524192584763547623918325846179614397852978215346759432681481769235263158497,
4..3...9..2...4.......528......2.5...4......3...563..9.5.....7.....36.4...69..23.,485371692621894357739652814963427581542189763817563429354218976298736145176945238,
....9.....8...27.......4...2.8..79.........6.1.52....4.5....18....1.56.77.1.4...2,572398416483612759916574328268457931347981265195263874654729183829135647731846592,
......5.....4183.7...7.3....1...4.3.357........6..9..14..9........86.7...69.....8,731296584295418367684753912912674835357182496846539271478921653123865749569347128,
..............9.28...3.4..75.3......7....8..4..9.72.6..4..9....8...4...232...74.5,938721546174659328256384917583416279762938154419572863645293781897145632321867495,
...............67....3...5.25...6....4327.8..6.8...9.....4837....7.2...3.2...7.6.,519762384432518679786349251251896437943275816678134925165483792897621543324957168,
.......1.......2.5..968....6.8.7....75.2...3.....1..56..63...9.....9..28...7..3..,873452619461937285529681473618573942754269831932814756286345197347196528195728364,
...9.6.7........1...........6.1...2....5.83....32.7.86.87..2.....6.7.2.55.9..1.3.,235916874894725613671483952968134527742568391153297486487352169316879245529641738,
.9...54.6...1..3..2....4......257...5.6.......41..........7192..57...6.3...3.9...,193725486475186392268934751389257164526413879741698235634571928957842613812369547,
.46.2....7.8....3.32.94.......56..23.....4.....98..64.....3.8...74....9.2........,546723189798615234321948576487561923652394718139872645915437862874256391263189457,
.736............4.8.9..7....94....8.....7...5.5.3.4......15..69.........5.18.37..,473615298615289347829437156794521683236978415158364972347152869982746531561893724,
.......1.7.8....5..24...7.........8.8.92.61..5..4..96....1.......2.95...615...49.,953742816768931254124658739246519387839276145571483962397164528482395671615827493,
7.61.2...8.4.7.1.....48..9......5.4...2..1...457.2...9.2.....5........7.......2.6,796152438834679125215483697361895742982741563457326819628917354543268971179534286,
9....6.1......4..8..7........163..59..8....34.5....68.1.64.9....847...........1.3,925386417613974528847152396471638259268591734359247681136429875584713962792865143,
4.....25...5..2814........6......765..6.5...19.........6.5.9.4.8.7.46.9..9..8....,471638259635792814289415376148923765726854931953167482362579148817246593594381627,
....4..8741.6...5...8.5..1..49.6.3....7.8369.3..7............3.....9....5....7.4.,653941287412678953978352416849265371127483695365719824784126539231594768596837142,
.68.97.5.12......69.......3.9..3.......76..9..1..5......6......3...8..615....6...,468397152123548976957612843795234618832761495614859327246173589379485261581926734,
..5.....2.8....3...32.6..41..6........98.1.......3.4..1.....6..9..645.2....2...3.,495173862681452397732968541856794213349821756217536489124389675973645128568217934,
86..7.....5.3..9..7.9.2...8..7..9.3......3.......4..5.2...5..67........2.85......,861974325452368971739125648547289136926513784318647259293451867174836592685792413,
....3......5...2.8...4.76....3.86..756...4....1..5....78.....4......2...3.1...58.,692538714475691238138427695243986157569174823817253469786315942954862371321749586,
...9..7.1.....2.36......9...........5683...........372..1..5..7.56..18..3.92.8...,835964721947182536612573984723419658568327419194856372481635297256791843379248165,
5.49.........35....6.4.7.2.6.......337.2..5..2.8..9......643.7.....8....7.....6.8,584926137127835469963417825659174283371268594248359716815643972496782351732591648,
6...34.2......59..5...6.7....62..4...4.8....93.......74........7.2.....5.89.....2,691734528874125936523968714956217483247853169318649257465392871732481695189576342,
8.......3..1...4.....954.2.7..3.2.9......52..1.94.73.......851............3...94.,894216753251873469376954821765382194438195276129467385947638512512749638683521947,
35....7...9..6...4.16.73......451...........8.7..9.15...1......9......6.......379,358942716297165834416873592839451627125736948674298153761329485943587261582614379,
.48..9.....17..9.4.......6..9.5..6..45...8..1.....7.9.....21.....9......16..8.4.2,648139527231756984975842163792513648456298371813467295384621759529374816167985432,
.8...1.9.3..2.....9475....24..............9.1.....3...1.8..2.4..5..873....94.512.,582641793316279854947538612493716285675824931821953476168392547254187369739465128,
....2...3.73.....9.......8..24...8.6...61.2..7.1.....4...9......4..689....83..1.7,416829753873156429295437681524793816389614275761285394632971548147568932958342167,
.....34.1.....56.2.16.....3.2.9......35.4....9.1..........3..59.491....627.......,752683491394715682816429573427961835635842917981357264168234759549178326273596148,
.....542...7.31.5....42...9.6......4341............6...........7152.....69.3..7.5,983675421427931856156428379568197234341862597279543618834759162715286943692314785,
.7....6....1.2..89.326.87....51...7...........29.7.351..7..9...5.8.......9.2.....,874915632651723489932648715385194276716352894429876351247589163568431927193267548,
.9....1....13.7.8.......3.6..3.4.......2.9..1......97....73..4....6..2...36.98...,394586127651327489782914356973145862468279531125863974519732648847651293236498715,
...5.....12..9.....4......2...74529.9........75..1........5...6.7...4.51.81..647.,369528147127493568845671932618745293934862715752319684493157826276984351581236479,
..4.9.8..2.3.......5.7......4..1....5.7.....889...74....9..8.41.....3....7...19.5,714392856283165794956784312342816579567439128891257463639578241125943687478621935,
...1.8...92......18...5.6.7...9..8..7..563..9....1...........7...72..13...3.71..6,376198542925746381814352697631927854748563219259814763192635478467289135583471926,
.6..85...3..6..42.1...3..8..8..7......4....51...5...........73.7...54...2..8....5,462785913358619427197432586583176294674928351921543678845261739719354862236897145,
.78..2...5...6...3.....7.89.9.7....5...5..2.8..248.36..8.......6.3..5.......4....,378952614519864723264137589896723145437516298152489367985671432643295871721348956,
25....8...9.7..4.6....35...7....89.2.8.............3..37..2.6.8......74...59.6...,257469831193782456468135279734658912982341567516297384371524698629813745845976123,
2.56...34....2...1.634...5...8...37..2.......3...........1....3..7..2.6..46...78.,215697834784325691963481257458219376629738415371564928892176543537842169146953782,
.......5.....927.....5..289..9..1.......8.....6......1785.1..4.1...486....4..9.2.,928174356356892714471563289849621537513987462267435891785216943192348675634759128,
....352..2..4.....5..86.9....8.........91...4..92.......1..6.5.3.4...1..9..34..8.,497135268286479531513862947148657329652913874739284615821796453374528196965341782,
6.1.......2...5.8.8..3....7.8.7.9.....9..6.3.21.......15..2..6......8.....7.....1,641872953723495186895361247386749512579216438214583679158927364462138795937654821,
......1..4.2....7.9..4...5....5...31.3...749......9..5.7.91..4.....6...729..536..,387295164452631879961478352749586231835127496126349785678912543513864927294753618,
.3....49..41....2698..4...1.2.5.....6..2...835..6.3.4....3.6...........5....8....,235861497741935826986742351423578619679214583518693742194356278867429135352187964,
.....9..26..........5...3....16.....46.93.5.88...1.2....85.14.3.3...8..6....4..25,347159682689324751125876349751682934462937518893415267278561493534298176916743825,
